product_title,category_label,number_of_views,merchant_rating,listing_date,title_word_count,title_char_count,longest_word_length
american fridge freezer,Fridge Freezers,4326.0,4.8,2024-06-02,3,23,8
indesit ld70s1w fridge freezer low frost 196 111litre white,Fridge Freezers,4065.0,4.4,2024-01-04,9,59,8
indesit ld70s1w 176x60cm freestanding fridge freezer white,Fridge Freezers,81.0,4.4,2022-05-24,7,58,12
indesit ld70 s1 w.1 70/30 fridge freezer white,Fridge Freezers,216.0,4.3,2023-07-19,8,46,7
hoover hff195wwk freestanding fridge freezer frost free water dispen,Fridge Freezers,334.0,1.8,2022-03-11,9,68,12
hoover hff195wwk 195cm tall frost free with water dispenser in white a,Fridge Freezers,558.0,2.6,2023-09-25,12,70,9
hoover hff195wwk fridge freezer with water dispenser,Fridge Freezers,2911.0,3.6,2024-06-07,7,52,9
siemens iq 300 free standing fridge freezer frost free in white,Fridge Freezers,873.0,4.5,2024-03-11,11,63,8
liebherr cbnef4815 60cm biofresh frost free fridge freezer stainless steel,Fridge Freezers,752.0,3.6,2022-06-29,10,74,9
liebherr cbnef 4815 20,Fridge Freezers,3761.0,4.4,2023-08-16,4,22,8
liebherr cbnef 4815 freestanding fridge freezer comfort,Fridge Freezers,593.0,2.9,2023-07-21,7,55,12
liebherr k hl/ gefrier kombination mit biofresh und notfrost cbnef 4815,Fridge Freezers,2751.0,3.9,2023-11-22,11,71,11
liebherr cbnef 4815 freestanding fridge freezer comfort,Fridge Freezers,1678.0,4.9,2023-10-27,7,55,12
gorenje ork193c l fridge freezer retro style 8.1 3.2cf lh hinge cream,Fridge Freezers,3897.0,1.6,2023-02-10,12,69,7
gorenje stand k hl /gefrier kombination links champagne creme ork193cl,Fridge Freezers,4648.0,4.7,2024-09-12,10,70,11
gorenje ork193c l 60cm freestanding left door fridge freezer cream,Fridge Freezers,1482.0,3.1,2023-09-29,10,66,12
smeg left hand hinge free standing fridge freezer frost free in pastel blue,Fridge Freezers,782.0,3.6,2024-11-26,13,75,8
smeg fab32lna fridge freezer 50 s retro style left hand hinged blue,Fridge Freezers,2134.0,4.5,2023-06-01,12,67,8
siemens kg34nvl24g euronics frost free f/freezer,Fridge Freezers,3586.0,2.6,2024-04-29,6,48,10
siemens extra klasse kg34nvl24g 60cm frost free fridge freezer,Fridge Freezers,3794.0,2.7,2024-06-26,9,62,10
siemens kg34nvl24g frost free fridge freezer,Fridge Freezers,4608.0,3.1,2022-11-12,6,44,10
lec int50ff built in auto defrost fridge freezer,Fridge Freezers,983.0,1.1,2022-01-27,8,48,7
stoves integrated fridge freezer frost free in white,Fridge Freezers,4682.0,3.0,2022-02-24,8,52,10
zanussi zbb27450sv integrated fridge freezer,Fridge Freezers,742.0,2.2,2022-09-06,5,44,10
zanussi zbb27450sv 54cm wide integrated 50/50 fridge freezer white,Fridge Freezers,4544.0,4.7,2022-09-30,9,66,10
zanussi zbb27450sa integrated fridge freezer,Fridge Freezers,4683.0,1.4,2022-07-10,5,44,10
amica bk3163fa integrated 70/30 fridge freezer,Fridge Freezers,4355.0,2.8,2023-07-29,6,46,10
amica integrated fridge freezer frost free in white,Fridge Freezers,3608.0,4.8,2024-05-06,8,51,10
frost free integrated fridge freezer,Fridge Freezers,3271.0,4.6,2023-09-08,5,36,10
siemens ki87vvs30 eingebaut 272l a k hl und,Fridge Freezers,2510.0,3.8,2024-10-14,8,43,9
siemens iq 300 integrated fridge freezer in white,Fridge Freezers,4010.0,3.4,2023-11-04,8,49,10
siemens einbau k hl gefrier kombination ki87vvs30,Fridge Freezers,93.0,2.1,2023-11-14,7,49,11
siemens einbau k lteger t ki87vvs30,Fridge Freezers,1375.0,2.5,2022-04-19,6,35,9
siemens iq300 ki87vvf30 eingebaut 272l a wei,Fridge Freezers,1131.0,1.4,2023-10-14,7,44,9
siemens iq 300 integrated fridge freezer in white,Fridge Freezers,2516.0,4.1,2024-09-07,8,49,10
siemens einbau k hl gefrier kombination ki87vvf30,Fridge Freezers,4963.0,2.3,2022-08-14,7,49,11
siemens einbau k lteger t ki87vvf30,Fridge Freezers,90.0,3.7,2022-12-19,6,35,9
fisherpaykel e402brxfd4 fridge freezer,Fridge Freezers,1479.0,2.4,2022-05-25,4,38,12
fisher paykel e402brxfd4 active smart fridge freezer,Fridge Freezers,954.0,2.9,2024-07-03,7,52,10
fisher paykel e402brxfd4 fridge freezer,Fridge Freezers,2431.0,3.2,2022-09-30,5,39,10
smeg fab30lfo fifties style left hand hinge top mount freestanding fridge freezer orange,Fridge Freezers,22.0,4.2,2023-06-18,13,88,12
smeg fab30lfo 60cm retro fridge freezer left hand hinge orange,Fridge Freezers,1725.0,1.8,2023-04-05,10,62,8
smeg fab30lfo 50s style orange fridge freezer,Fridge Freezers,4118.0,2.6,2024-07-29,7,45,8
smeg fab30rfs fifties style right hand hinge top mount freestanding fridge freezer silver,Fridge Freezers,3305.0,1.5,2024-10-31,13,89,12
smeg fab30rfs 60cm retro fridge freezer right hand hinge silver,Fridge Freezers,1721.0,1.3,2022-06-30,10,63,8
smeg fab30rfs 50s style silver fridge freezer,Fridge Freezers,1440.0,3.4,2022-01-29,7,45,8
smeg fab30lfr fifties style left hand hinge top mount freestanding fridge freezer red,Fridge Freezers,4670.0,1.8,2023-06-16,13,85,12
smeg fab30lfr 60cm retro fridge freezer left hand hinge red,Fridge Freezers,2547.0,4.6,2022-05-20,10,59,8
smeg fab30lfr 50s style red fridge freezer,Fridge Freezers,4923.0,3.1,2024-11-17,7,42,8
zanussi zbb27650sa 54cm wide frost free 50 50 integrated upright fridge freezer white,Fridge Freezers,3554.0,1.5,2022-04-08,13,85,10
zanussi zbb27650sa 50 50 178cm integrated fridge freezer,Fridge Freezers,188.0,1.2,2022-09-19,8,56,10
zanussi zbb27650sa 50 50 178cm integrated fridge freezer,Fridge Freezers,459.0,1.5,2022-01-19,8,56,10
smeg fab30lfb fifties style left hand hinge top mount freestanding fridge freezer blue,Fridge Freezers,2236.0,2.9,2022-01-12,13,86,12
smeg left hand hinge free standing fridge freezer in pink,Fridge Freezers,4446.0,3.7,2023-06-21,10,57,8
smeg fab30lfb 60cm 50s style blue left hand hinged freezer over fridge,Fridge Freezers,580.0,3.6,2022-09-16,12,70,8
liebherr ecbn6156617 premiumplus,Fridge Freezers,2161.0,1.6,2022-01-24,3,32,11
liebherr ecbn6156l 91cm integrated biofresh fridge freezer left hinged,Fridge Freezers,4715.0,3.5,2024-10-28,9,70,10
liebherr ecbn6156617 premiumplus,Fridge Freezers,1531.0,2.6,2022-08-16,3,32,11
amica fk197.4 fridge freezer 50cm 5.4 2.8cf a white,Fridge Freezers,1368.0,2.9,2023-01-11,9,51,7
amica fk1974 fk197.4 50cm freestanding fridge freezer white,Fridge Freezers,2434.0,4.2,2022-08-12,8,59,12
amica fk1974 141 cm fridge freezer,Fridge Freezers,2991.0,2.3,2024-01-06,6,34,7
liebherr sbses7165 premium plus fridge freezer with a wine storage compartment,Fridge Freezers,2902.0,1.6,2022-09-14,11,78,11
liebherr sbses 7165 american style fridge freezer premiumplus,Fridge Freezers,2530.0,4.5,2023-05-30,8,61,11
liebherr sbses 7165 american style fridge freezer premiumplus,Fridge Freezers,472.0,1.8,2024-04-12,8,61,11
de dietrich drc1027j 178cm integrated 70/30 fridge freezer,Fridge Freezers,858.0,2.2,2023-12-02,8,58,10
de dietrich integrated fridge freezer in white,Fridge Freezers,2989.0,3.8,2024-06-29,7,46,10
de dietrich drc1027j fridge freezer,Fridge Freezers,2440.0,3.7,2023-11-30,5,35,8
aeg rcb53324vx 60cm customflex frost free fridge freezer stainless steel,Fridge Freezers,3706.0,4.2,2023-03-14,10,72,10
aeg rcb53324vx 60/40 fridge freezer stainless steel,Fridge Freezers,1712.0,1.7,2022-02-06,7,51,10
candy csc1745we 175cm tall static fridge freezer white a,Fridge Freezers,515.0,2.4,2022-04-16,9,56,9
candy csc1745we tall fridge freezer white,Fridge Freezers,2393.0,1.5,2023-09-07,6,41,9
candy csc1745we fridge freezer white,Fridge Freezers,1375.0,3.2,2022-08-20,5,36,9
candy csc1745we fridge freezer white,Fridge Freezers,3669.0,2.2,2024-05-16,5,36,9
lec tnf60188w 188cm tall total no frost fridge freezer white a,Fridge Freezers,2390.0,3.8,2024-11-06,11,62,9
lec free standing fridge freezer frost free in white,Fridge Freezers,3262.0,1.0,2024-08-17,9,52,8
hisense integrated fridge freezer frost free in white,Fridge Freezers,4638.0,1.2,2022-10-05,8,53,10
frost free integrated fridge freezer,Fridge Freezers,2866.0,2.7,2022-05-05,5,36,10
hisense rib291f4aw1 integrated 50 50 frost free fridge freezer sliding rail,Fridge Freezers,1059.0,4.8,2023-11-06,11,75,11
hisense rib291f4aw1 50/50 split built in frost free fridge freezer a,Fridge Freezers,756.0,4.6,2023-12-16,11,68,11
hisense rib291f4aw1 integrated 50 50 frost free fridge freezer sliding rail,Fridge Freezers,3495.0,5.0,2023-10-29,11,75,11
hisense rib291f4aw1 integrated 50 50 frost free fridge freezer sliding rail,Fridge Freezers,187.0,2.7,2024-07-01,11,75,11
hisense rib291f4aw1 integrated fridge freezer white,Fridge Freezers,2381.0,1.2,2023-01-30,6,51,11
amica fk321 3dfx fridge freezer 60cm a energy rating inox,Fridge Freezers,4578.0,2.2,2024-02-12,10,57,7
amica fk3213dfx 185x60cm 297l 60 40 split frost free freestanding fridge freezer stainless steel,Fridge Freezers,2714.0,3.7,2022-07-05,14,96,12
samsung chef collection integrated fridge freezer frost free in white,Fridge Freezers,3533.0,2.2,2024-12-16,10,69,10
samsung brb260087ww/eu integrated smart 70/30 fridge freezer,Fridge Freezers,4140.0,1.2,2023-04-03,7,60,14
beko csg1582b 50/50 fridge freezer black,Fridge Freezers,4042.0,2.9,2024-09-27,6,40,8
beko free standing fridge freezer in black,Fridge Freezers,2042.0,1.8,2022-03-15,7,42,8
beko csg1582b fridge freezer black,Fridge Freezers,4270.0,1.4,2023-09-24,5,34,8
beko csg1582b 55cm fridge freezer in black,Fridge Freezers,3051.0,2.6,2024-11-03,7,42,8
samsung rb combi range free standing fridge freezer frost free in titanium,Fridge Freezers,1800.0,2.4,2024-04-19,12,74,8
samsung rb37j5230sa frost free fridge freezer s/steel,Fridge Freezers,3904.0,3.2,2024-06-30,7,53,11
haier hb25fssaaa french style 4 door fridge freezer stainless steel,Fridge Freezers,3781.0,4.0,2024-03-04,10,67,10
side by side k hlschrank french door haier hb25 fssaaa,Fridge Freezers,2261.0,1.5,2022-02-18,10,54,9
french door fridge freezer,Fridge Freezers,1522.0,4.2,2024-08-23,4,26,7
beko cfp1675w 175cm tall frost free fridge freezer in white a,Fridge Freezers,4853.0,1.1,2022-12-25,11,61,8
beko fridge bottom freezer white cfp1675w class a,Fridge Freezers,1420.0,2.8,2022-08-30,8,49,8
beko cfp1675w fridge freezer a energy rating 60cm wide white,Fridge Freezers,4592.0,3.3,2024-12-12,10,60,8
hisense rs694n4tb1 american style fridge freezer black,Fridge Freezers,104.0,4.8,2024-12-28,7,54,10
hisense free standing american fridge freezer in black,Fridge Freezers,3623.0,3.3,2022-02-25,8,54,8
hisense rs694n4tb1 freestanding a rated american fridge freezer in black,Fridge Freezers,478.0,1.6,2024-05-28,10,72,12
hisense rs694n4tb1 american fridge freezer black,Fridge Freezers,692.0,3.1,2022-09-12,6,48,10
candy csc1745se tall fridge freezer silver,Fridge Freezers,3038.0,2.6,2022-01-05,6,42,9
candy csc1745se eol fridge freezer,Fridge Freezers,2969.0,2.9,2024-12-11,5,34,9
candy csc1745se 55cm fridge freezer silver,Fridge Freezers,193.0,1.8,2022-11-25,6,42,9
fridgemaster mc50165s 50cm 60/40 static fridge freezer,Fridge Freezers,1489.0,3.0,2022-04-08,7,54,12
static fridge freezer,Fridge Freezers,58.0,1.6,2024-09-07,3,21,7
igenix ig347ff wide freestanding under counter fridge freezer with 2 shelves and 1 salad drawer reversible door 47 cm white,Fridge Freezers,1886.0,4.0,2024-09-29,20,123,12
igenix 47cm under counter fridge freezer ig347ff,Fridge Freezers,3609.0,3.4,2024-02-22,7,48,7
igenix under counter fridge freezer,Fridge Freezers,4573.0,1.3,2023-07-31,5,35,7
igenix under counter fridge freezer 47cm ig347ff,Fridge Freezers,2580.0,4.6,2022-11-23,7,48,7
haier free standing fridge freezer frost free in cream,Fridge Freezers,1968.0,3.5,2022-08-31,9,54,8
lg gsx960mtaz instaview door in door american fridge freezer black,Fridge Freezers,4687.0,2.3,2023-01-02,10,66,10
lg gsx960mtaz instaview american fridge freezer in black ice water pl,Fridge Freezers,4934.0,1.2,2024-02-13,11,69,10
lg gsx960mtaz american style smart fridge freezer matte black,Fridge Freezers,4053.0,3.5,2023-12-25,9,61,10
ccsm1552w beko 152h x 54w fridge freezer,Fridge Freezers,3085.0,4.6,2023-10-14,7,40,9
beko ccsm1552w 55cm fridge freezer,Fridge Freezers,220.0,1.1,2022-11-29,5,34,9
haier free standing fridge freezer frost free in stainless steel,Fridge Freezers,875.0,1.2,2023-05-10,10,64,9
haier a2fe635cfj frost free stainless steel look freestanding fridge freezer silver,Fridge Freezers,3462.0,4.8,2023-01-04,11,83,12
haier htf 452wm7 60/40 fridge freezer stainless steel,Fridge Freezers,2725.0,4.9,2022-04-05,8,53,9
haier cube series htf 452wm7 slim american style freestanding fridge freezer with water dispenser a energy rating 83cm wide stainless steel effect,Fridge Freezers,1196.0,1.1,2024-06-25,22,146,12
haier htf 452wm7 cube series american style four door fridge freezer non plumbed stainless steel,Fridge Freezers,2709.0,3.9,2024-03-12,15,96,9
hotpoint xal85t1igwtd freestanding fridge,Fridge Freezers,2731.0,1.9,2022-07-27,4,41,12
hotpoint xal85t1igwtd frost free fridge freezer with water dispenser silver,Fridge Freezers,335.0,3.8,2023-08-30,10,75,12
hotpoint xal85t1igwtd fridge freezer frost free 60cm 204 124ltrs graphite,Fridge Freezers,224.0,4.5,2023-04-18,10,73,12
hisense free standing american fridge freezer in black,Fridge Freezers,3941.0,1.4,2024-10-28,8,54,8
hisense rs696n4ib1 american fridge freezer black a,Fridge Freezers,4283.0,2.0,2022-05-16,7,50,10
hisense rs696n4ib1 side by side american frost free fridge freezer with ice and water dispenser black,Fridge Freezers,1247.0,1.1,2023-09-02,16,101,10
hisense rs696n4ib1 side by side american frost free fridge freezer with ice and water dispenser black,Fridge Freezers,2690.0,1.2,2024-06-29,16,101,10
hisense rs696n4ib1 side by side american frost free fridge freezer with ice and water dispenser black,Fridge Freezers,3957.0,1.1,2022-09-18,16,101,10
hotpoint fflaa58wdg fridge freezer frost free 55cm 178 81litres graphite,Fridge Freezers,4589.0,4.2,2023-04-03,10,72,10
hotpoint fflaa58wdg 259l 50/50 freestanding frost free fridge freezer with non plumb water dispenser graphite,Fridge Freezers,1886.0,2.2,2022-08-20,15,109,12
hotpoint fflaa58wdg 55cm frost free fridge freezer with water dispenser silver,Fridge Freezers,310.0,3.0,2022-04-11,11,78,10
hotpoint fflaa58wdg 259l 50/50 freestanding frost free fridge freezer with non plumb water dispenser graphite,Fridge Freezers,2568.0,4.2,2022-05-27,15,109,12
samsung rsg5mubp1/xeu 90cm american style frost free fridge freezer with plumbed ice and water dispenser black,Fridge Freezers,1604.0,3.0,2023-12-18,16,110,13
samsung rsg5mubp1/xeu american style fridge freezer,Fridge Freezers,3982.0,2.7,2023-05-22,6,51,13
samsung rsg5mubp usa fridge freezer,Fridge Freezers,368.0,1.0,2023-07-12,5,35,8
candy ccbf5172bk tall fridge freezer black,Fridge Freezers,3546.0,3.3,2022-04-14,6,42,10
candy ccbf5172bk fridge freezer,Fridge Freezers,4841.0,1.5,2022-12-02,4,31,10
candy ccbf5172bk fridge freezer,Fridge Freezers,997.0,4.1,2023-03-22,4,31,10
smeg fab32rnr 60cm 50s retro style fridge freezer red,Fridge Freezers,496.0,2.0,2024-01-04,9,53,8
smeg fab32rnr red right hand hinge 50s style fridge over freezer,Fridge Freezers,963.0,3.7,2023-03-20,11,64,8
smeg fab32rnr 50s style red no frost freezer,Fridge Freezers,2004.0,3.6,2022-04-28,8,44,8
indesit ncaa55 freestanding tall fridge freezer white installation,Fridge Freezers,1198.0,3.5,2024-07-17,8,66,12
indesit ncaa 55 fridge freezer,Fridge Freezers,2345.0,2.1,2023-12-24,5,30,7
indesit ncaa55,Fridge Freezers,576.0,2.1,2023-07-21,2,14,7
liebherr cbnpes 4878 20,Fridge Freezers,3160.0,4.5,2022-03-29,4,23,8
liebherr cbnpes4878 60cm biofresh frost free fridge freezer stainless steel,Fridge Freezers,53.0,1.1,2023-04-21,10,75,10
liebherr cbnpes4878 food centre premiumplus biofreshplus nofrost a,Fridge Freezers,3432.0,1.7,2022-10-22,8,66,12
55cm freestanding static 60/40 fridge freezer,Fridge Freezers,228.0,3.4,2023-12-21,6,45,12
amica fkr29653b freestanding black retro fridge freezer 55cm wide a energy rating led light 41db noise level,Fridge Freezers,778.0,4.3,2024-09-21,17,108,12
amica fkr29653b retro style 179x55cm 250l freestanding fridge freezer black,Fridge Freezers,3830.0,2.4,2024-04-23,10,75,12
amica fkr29653b retro style 179x55cm 250l freestanding fridge freezer black,Fridge Freezers,984.0,3.6,2023-11-17,10,75,12
amica fkr29653b fridge freezer freestanding retro 55cm 60/40 black,Fridge Freezers,4468.0,3.2,2023-10-01,9,66,12
hisense free standing american fridge freezer in black,Fridge Freezers,468.0,1.3,2024-08-18,8,54,8
american fridge freezer,Fridge Freezers,2467.0,3.5,2024-07-23,3,23,8
hisense rq560n4wb1 american fridge freezer black,Fridge Freezers,1849.0,4.3,2024-06-08,6,48,10
hisense rq560n4wb1 frost free four door american fridge freezer with non plumbed water dispenser black,Fridge Freezers,531.0,5.0,2024-07-02,15,102,10
hisense rq560n4wb1 frost free four door american fridge freezer with non plumbed water dispenser black,Fridge Freezers,3035.0,1.1,2023-02-10,15,102,10
beko crfg1582w fridge freezer frost free 54.5cm 5.9 3.4cf white,Fridge Freezers,561.0,3.6,2024-12-23,10,63,9
beko free standing fridge freezer frost free in white,Fridge Freezers,89.0,2.7,2022-04-29,9,53,8
beko bcsd173 54cm wide 70 30 integrated upright fridge freezer white,Fridge Freezers,1406.0,1.0,2022-12-07,11,68,10
beko bcsd173 70/30 fridge freezer,Fridge Freezers,4464.0,3.5,2022-11-09,5,33,7
beko bcsd173 integrated static 70/30 fridge freezer a,Fridge Freezers,3145.0,1.5,2022-06-12,8,53,10
swan sr11020fcn freestanding frost free fridge freezer 70/30 a rated 315 litre cream,Fridge Freezers,1292.0,2.5,2022-10-20,13,84,12
swan free standing fridge freezer frost free in cream,Fridge Freezers,4110.0,2.0,2023-11-21,9,53,8
beko free standing fridge freezer frost free in white,Fridge Freezers,3781.0,2.4,2023-11-04,9,53,8
russell hobbs rh50ff144 white freestanding fridge freezer,Fridge Freezers,4067.0,3.0,2023-02-03,7,57,12
russell hobbs rh50ff144 fridge freezer 50cm wide 144cm high white,Fridge Freezers,3505.0,2.4,2024-06-27,10,65,9
russell hobbs rh50ff144w fridge freezer white,Fridge Freezers,2391.0,3.2,2023-05-02,6,45,10
hoover hvbf6182xfhk fridge freezer,Fridge Freezers,1218.0,2.0,2024-11-13,4,34,12
hoover hvbf6182xfhk fridge freezer,Fridge Freezers,1945.0,3.5,2024-12-18,4,34,12
hoover hvbf6182xfhk/hvbf6182xfhk,Fridge Freezers,2252.0,4.4,2024-01-19,2,32,25
smeg fab32rnn 60cm 50s retro style fridge freezer black,Fridge Freezers,3891.0,1.9,2022-08-28,9,55,8
smeg fab32rnn,Fridge Freezers,1674.0,3.0,2022-11-07,2,13,8
smeg fab32rnn 50s style black no frost freezer,Fridge Freezers,775.0,3.6,2022-11-17,8,46,8
smeg fab30lfc fifties style left hand hinge top mount freestanding fridge freezer cream,Fridge Freezers,4781.0,3.3,2023-11-03,13,87,12
smeg fab30lfc 60cm retro fridge freezer left hand hinge cream,Fridge Freezers,3567.0,2.5,2023-07-26,10,61,8
smeg fab30lfc 50s style cream fridge freezer,Fridge Freezers,2765.0,3.6,2023-02-18,7,44,8
miele kfn37682id 177cm integrated 70/30 frost free fridge freezer,Fridge Freezers,224.0,1.1,2023-02-06,9,65,10
miele kfn 37682 id built in fridge freezer white,Fridge Freezers,63.0,2.5,2022-02-28,9,48,7
miele kfn 37682 id built in fridge freezer white,Fridge Freezers,1787.0,3.1,2022-02-22,9,48,7
gorenje rf60309ocl fridge freezer top mount 229 65litres left hinged cream,Fridge Freezers,3850.0,1.1,2024-12-23,11,74,10
gorenje rf60309oc l uk cream retro fridge freezer left hand door 2 year parts and labour manufacturer guarantee,Fridge Freezers,1375.0,3.0,2023-09-25,18,111,12
amica fkr29653r retro style 179x55cm 250l freestanding fridge freezer red,Fridge Freezers,3534.0,3.6,2022-10-13,10,73,12
amica fkr29653r retro style 179x55cm 250l freestanding fridge freezer red,Fridge Freezers,3915.0,4.0,2022-01-18,10,73,12
amica fkr29653r fridge freezer freestanding retro 55cm 60/40 red,Fridge Freezers,4452.0,1.5,2024-10-25,9,64,12
amica fdr2213b fridge freezer retro style freestanding 55 centimeter wide a plus energy rating 40db noise level 164 litre net fridge capacity black,Fridge Freezers,92.0,5.0,2022-06-09,23,147,12
amica fdr2213b 144x55cm 208l freestanding top mount fridge freezer black,Fridge Freezers,2742.0,3.4,2022-05-22,10,72,12
amica fdr2213b fridge freezer freestanding retro top mount 55cm black,Fridge Freezers,1677.0,2.5,2023-02-01,10,69,12
retro style fridge freezer 144cm high 55cm width black,Fridge Freezers,3666.0,2.0,2024-11-07,9,54,7
amica fdr2213b 144x55cm 208l freestanding top mount fridge freezer black,Fridge Freezers,3864.0,3.3,2023-08-03,10,72,12
aeg sce8192vts ex display 185cm integrated 70/30 frost free fridge freezer,Fridge Freezers,2481.0,4.5,2023-06-18,11,74,10
aeg integrated fridge freezer frost free in white,Fridge Freezers,4936.0,3.1,2024-06-29,8,49,10
aeg sce8192vts extra height 185cm high built in frost free fridge freezer,Fridge Freezers,1401.0,3.6,2023-04-06,12,73,10
zanussi zrb38426wv 376litre fridge freezer frost free class a white,Fridge Freezers,1606.0,2.4,2022-10-13,10,67,10
zanussi zrb38426wv freestanding frost free 70/30 fridge freezer,Fridge Freezers,3956.0,2.6,2024-10-25,8,63,12
zanussi zrb38426xv fridge freezer a energy rating 60cm wide grey,Fridge Freezers,3409.0,2.1,2022-05-09,10,64,10
zanussi zrb38426xv 376litre fridge freezer frost free class a s/st door,Fridge Freezers,3071.0,3.8,2024-08-13,11,71,10
zanussi zrb38426xv freestanding frost free 70/30 fridge freezer,Fridge Freezers,897.0,2.4,2023-11-02,8,63,12
fridgemaster free standing fridge freezer in silver,Fridge Freezers,2931.0,1.8,2023-05-14,7,51,12
fridgemaster mtm48120s 118x55cm a plus rated top mount fridge freezer silver,Fridge Freezers,4587.0,2.5,2022-10-03,11,76,12
beko cng1672eb black frost free fridge freezer,Fridge Freezers,3713.0,4.4,2022-01-29,7,46,9
beko cng1672eb 70/30 freestanding frost free fridge freezer with everfresh black,Fridge Freezers,3131.0,4.0,2024-10-01,11,80,12
beko cng1672eb 70/30 freestanding frost free fridge freezer with everfresh black,Fridge Freezers,1532.0,2.3,2023-10-12,11,80,12
hoover hbbs100uk integrated 70.30 fridge freezer 250litres 177cm height,Fridge Freezers,1977.0,4.6,2022-01-31,9,71,10
hoover hbbs100uk 54cm wide 70 30 integrated upright fridge freezer white,Fridge Freezers,1798.0,1.3,2024-04-22,11,72,10
hoover hbbs 100uk integrated 70/30 fridge freezer,Fridge Freezers,1351.0,1.2,2022-12-02,7,49,10
montpellier mab385kaa 70/30 freestanding retro frost free fridge freezer black,Fridge Freezers,1838.0,1.5,2023-07-24,10,78,12
montpellier mab385kaa 70/30 freestanding retro frost free fridge freezer black,Fridge Freezers,2560.0,1.5,2022-11-09,10,78,12
montpellier mab385kaa 70/30 freestanding retro frost free fridge freezer black,Fridge Freezers,2991.0,1.4,2023-08-22,10,78,12
montpellier mab385k retro style frost free fridge freezer black 1 8m a,Fridge Freezers,1663.0,3.6,2024-05-14,12,70,11
haier hrf 522ws6 american style fridge freezer silver,Fridge Freezers,2397.0,3.4,2023-01-06,8,53,8
haier free standing american fridge freezer in silver,Fridge Freezers,3203.0,3.6,2024-03-15,8,53,8
siemens kg34nvl3ag no frost freestanding fridge freezer stainless steel,Fridge Freezers,4641.0,3.8,2022-11-10,9,71,12
siemens kg34nvl3ag 60cm no frost fridge freezer,Fridge Freezers,598.0,4.0,2022-01-28,7,47,10
siemens kg34nvl3ag frost free fridge freezer,Fridge Freezers,2044.0,1.8,2024-08-23,6,44,10
asgl142x beko asgl142x american style fridge freezer a,Fridge Freezers,258.0,3.5,2024-10-26,8,54,8
beko asgl142x a american style fridge freezer in stainless steel,Fridge Freezers,4571.0,3.3,2023-04-18,10,64,9
beko asgl142x american style frost free freestanding fridge freezer stainless steel,Fridge Freezers,1905.0,4.8,2024-11-22,11,83,12
swan sr11020grn 60cm retro fridge freezer grey,Fridge Freezers,3019.0,1.9,2022-03-30,7,46,10
swan retro free standing fridge freezer in grey,Fridge Freezers,3869.0,3.6,2023-11-12,8,47,8
swan sr11020grn freestanding retro fridge freezer 70/30 a rated 300 litre grey,Fridge Freezers,1861.0,4.0,2023-01-10,12,78,12
candy ccbf5182wwk fridge freezer frost free 55cm water dispenser white,Fridge Freezers,3632.0,2.1,2024-09-24,10,70,11
candy ccbf5182wwk 185cm tall frost free fridge freezer in white with indoor drinks dispenser,Fridge Freezers,797.0,3.3,2023-01-28,14,92,11
candy ccbf5182wwk frost free fridge freezer in white 1 85m water disp,Fridge Freezers,2503.0,1.2,2024-11-07,12,69,11
smeg ukc7280fp1 70 30 sliding rail integrated in column fridge freezer,Fridge Freezers,4020.0,4.8,2022-05-12,11,70,10
smeg ukc7280fp integrated fridge freezer,Fridge Freezers,1925.0,1.4,2022-10-17,5,40,10
de dietrich drc1027j fridge freezer,Fridge Freezers,3954.0,1.3,2024-03-16,5,35,8
drc1027j de dietrich int 70/30 fridge freezer 282l autodefrost,Fridge Freezers,1627.0,1.2,2022-07-28,9,62,11
swan sr11020fgn freestanding frost free fridge freezer 70/30 a rated 315 litre green,Fridge Freezers,4312.0,2.7,2022-11-23,13,84,12
swan free standing fridge freezer frost free in green,Fridge Freezers,788.0,1.4,2024-09-18,9,53,8
hotpoint h8a1esbwtd 228 111 litre low frost fridge freezer gun metal,Fridge Freezers,2056.0,4.0,2023-05-18,11,68,10
hotpoint h8a1esbwtd 189x60cm low frost freestanding fridge freezer with in door water dispenser silver and black,Fridge Freezers,1063.0,4.6,2022-10-06,16,112,12
hoover hff195wk 195cm tall frost free fridge freezer in white a,Fridge Freezers,4468.0,2.0,2024-02-27,11,63,8
hoover hff 195wk freestanding fridge freezer a energy rating 55cm wide white,Fridge Freezers,1447.0,3.5,2024-10-03,12,76,12
hoover hff195wk fridge freezer white,Fridge Freezers,514.0,1.2,2024-08-09,5,36,8
hotpoint h8a1ew 228 111 litre low frost fridge freezer white,Fridge Freezers,4459.0,2.5,2022-10-04,10,60,8
hotpoint h8a1ew 189x60cm low frost freestanding fridge freezer white,Fridge Freezers,1913.0,2.2,2022-10-25,9,68,12
hotpoint h8a1ew low frost fridge freezer in white 1 88m a rated,Fridge Freezers,1951.0,1.9,2023-03-09,12,63,8
indesit lr8s1s fridge freezer silver,Fridge Freezers,773.0,3.6,2024-10-06,5,36,7
indesit lr8s1s fridge freezer 228 111litres a direct cooling silver,Fridge Freezers,328.0,1.5,2024-12-31,10,67,9
indesit lr8s1s fridge freezer in silver,Fridge Freezers,793.0,4.4,2022-11-13,6,39,7
lec aff90185 american fridge freezer white,Fridge Freezers,961.0,3.7,2024-11-10,6,42,8
lec aff90185 side by side american fridge freezer white,Fridge Freezers,4692.0,3.8,2022-05-01,9,55,8
